"","Date","Sessions","Pageviews","Users","New_Users","Number_Session","Pages_Session","Avg_S_Duration","Bounce"
"1391",2016-01-01,12,27,10,9,1.2,2.25,36.8333333333333,0.583333333333333
"1392",2016-01-02,18,57,18,12,1,3.16666666666667,62.6111111111111,0.333333333333333
"1393",2016-01-03,9,19,9,7,1,2.11111111111111,31.7777777777778,0.666666666666667
"1394",2016-01-04,35,95,28,18,1.25,2.71428571428571,70.2285714285714,0.542857142857143
"1395",2016-01-05,65,167,56,46,1.16071428571429,2.56923076923077,139.569230769231,0.415384615384615
"1396",2016-01-06,57,142,51,38,1.11764705882353,2.49122807017544,116.105263157895,0.456140350877193
"1397",2016-01-07,44,97,40,31,1.1,2.20454545454545,60.5227272727273,0.454545454545455
"1398",2016-01-08,47,112,38,27,1.23684210526316,2.38297872340426,189.702127659574,0.446808510638298
"1399",2016-01-09,33,65,29,24,1.13793103448276,1.96969696969697,85.8484848484848,0.606060606060606
"1400",2016-01-10,15,40,13,11,1.15384615384615,2.66666666666667,92.0666666666667,0.266666666666667
"1401",2016-01-11,47,128,44,34,1.06818181818182,2.72340425531915,75.1063829787234,0.425531914893617
"1402",2016-01-12,42,102,37,24,1.13513513513514,2.42857142857143,52.0952380952381,0.523809523809524
"1403",2016-01-13,51,172,42,25,1.21428571428571,3.37254901960784,147.666666666667,0.392156862745098
"1404",2016-01-14,39,96,31,22,1.25806451612903,2.46153846153846,111.820512820513,0.512820512820513
"1405",2016-01-15,36,89,30,24,1.2,2.47222222222222,56.0833333333333,0.583333333333333
"1406",2016-01-16,9,34,9,7,1,3.77777777777778,62.1111111111111,0.222222222222222
"1407",2016-01-17,23,55,21,17,1.0952380952381,2.39130434782609,89.304347826087,0.608695652173913
"1408",2016-01-18,34,114,27,24,1.25925925925926,3.35294117647059,102.529411764706,0.5
"1409",2016-01-19,41,112,37,23,1.10810810810811,2.73170731707317,64.4634146341463,0.51219512195122
"1410",2016-01-20,41,106,31,23,1.32258064516129,2.58536585365854,111.609756097561,0.48780487804878
"1411",2016-01-21,37,109,34,24,1.08823529411765,2.94594594594595,126.243243243243,0.297297297297297
"1412",2016-01-22,30,63,29,21,1.03448275862069,2.1,44.8666666666667,0.5
"1413",2016-01-23,16,40,14,11,1.14285714285714,2.5,51.5625,0.5625
"1414",2016-01-24,15,44,14,11,1.07142857142857,2.93333333333333,175.4,0.466666666666667
"1415",2016-01-25,28,77,25,14,1.12,2.75,277.428571428571,0.464285714285714
"1416",2016-01-26,32,81,30,23,1.06666666666667,2.53125,79.4375,0.40625
"1417",2016-01-27,30,86,29,21,1.03448275862069,2.86666666666667,71.3333333333333,0.4
"1418",2016-01-28,36,97,33,24,1.09090909090909,2.69444444444444,183.722222222222,0.527777777777778
