"","Date","Sessions","Pageviews","Users","New_Users","Number_Session","Pages_Session","Avg_S_Duration","Bounce"
"296",2013-01-01,19,72,15,12,1.26666666666667,3.78947368421053,349.526315789474,0.315789473684211
"297",2013-01-02,23,80,21,16,1.0952380952381,3.47826086956522,227.608695652174,0.521739130434783
"298",2013-01-03,25,57,19,12,1.31578947368421,2.28,113.4,0.52
"299",2013-01-04,31,88,25,15,1.24,2.83870967741935,56.6774193548387,0.483870967741935
"300",2013-01-05,17,59,10,9,1.7,3.47058823529412,101,0.470588235294118
"301",2013-01-06,23,43,11,9,2.09090909090909,1.8695652173913,75.5217391304348,0.695652173913043
"302",2013-01-07,31,105,24,20,1.29166666666667,3.38709677419355,193.677419354839,0.290322580645161
"303",2013-01-08,37,114,28,24,1.32142857142857,3.08108108108108,154.432432432432,0.486486486486487
"304",2013-01-09,18,55,15,11,1.2,3.05555555555556,66.1666666666667,0.5
"305",2013-01-10,13,22,10,5,1.3,1.69230769230769,14.0769230769231,0.615384615384615
"306",2013-01-11,9,24,9,5,1,2.66666666666667,43.3333333333333,0.444444444444444
"307",2013-01-12,21,76,14,10,1.5,3.61904761904762,68.8571428571429,0.476190476190476
"308",2013-01-13,14,40,8,5,1.75,2.85714285714286,70.1428571428571,0.5
"309",2013-01-14,27,94,23,20,1.17391304347826,3.48148148148148,125.333333333333,0.407407407407407
"310",2013-01-15,27,84,21,16,1.28571428571429,3.11111111111111,94.2592592592593,0.37037037037037
"311",2013-01-16,33,139,25,18,1.32,4.21212121212121,188,0.333333333333333
"312",2013-01-17,39,151,32,24,1.21875,3.87179487179487,131.282051282051,0.256410256410256
"313",2013-01-18,15,32,12,7,1.25,2.13333333333333,221.133333333333,0.533333333333333
"314",2013-01-19,17,53,10,9,1.7,3.11764705882353,216.941176470588,0.294117647058824
"315",2013-01-20,12,30,8,6,1.5,2.5,205,0.5
"316",2013-01-21,36,105,30,20,1.2,2.91666666666667,149.888888888889,0.472222222222222
"317",2013-01-22,44,179,38,25,1.15789473684211,4.06818181818182,185.022727272727,0.363636363636364
"318",2013-01-23,28,86,23,17,1.21739130434783,3.07142857142857,159.428571428571,0.357142857142857
"319",2013-01-24,21,44,18,13,1.16666666666667,2.0952380952381,30.9047619047619,0.476190476190476
"320",2013-01-25,27,53,17,9,1.58823529411765,1.96296296296296,81.7407407407407,0.555555555555556
"321",2013-01-26,20,35,13,10,1.53846153846154,1.75,22,0.75
"322",2013-01-27,19,64,13,9,1.46153846153846,3.36842105263158,92.3157894736842,0.368421052631579
"323",2013-01-28,28,81,22,17,1.27272727272727,2.89285714285714,79.5,0.5
"324",2013-01-29,26,76,22,14,1.18181818181818,2.92307692307692,125.384615384615,0.5
"325",2013-01-30,27,98,23,15,1.17391304347826,3.62962962962963,151.962962962963,0.296296296296296
"326",2013-01-31,18,50,13,9,1.38461538461538,2.77777777777778,69.2777777777778,0.555555555555556
"327",2013-02-01,25,56,20,14,1.25,2.24,66.8,0.44
"328",2013-02-02,19,45,16,14,1.1875,2.36842105263158,232.473684210526,0.368421052631579
"329",2013-02-03,22,62,15,11,1.46666666666667,2.81818181818182,194.818181818182,0.409090909090909
"330",2013-02-04,32,106,27,19,1.18518518518519,3.3125,148.5625,0.34375
"331",2013-02-05,30,92,22,17,1.36363636363636,3.06666666666667,187.5,0.4
"332",2013-02-06,34,61,26,19,1.30769230769231,1.79411764705882,148,0.588235294117647
"333",2013-02-07,35,121,29,17,1.20689655172414,3.45714285714286,100.314285714286,0.428571428571429
"334",2013-02-08,26,92,13,6,2,3.53846153846154,317.038461538462,0.538461538461538
"335",2013-02-09,14,44,11,9,1.27272727272727,3.14285714285714,121.928571428571,0.428571428571429
"336",2013-02-10,10,38,7,6,1.42857142857143,3.8,82.9,0.4
"337",2013-02-11,30,77,24,17,1.25,2.56666666666667,49.8333333333333,0.633333333333333
"338",2013-02-12,42,107,32,24,1.3125,2.54761904761905,143.119047619048,0.595238095238095
"339",2013-02-13,34,131,32,21,1.0625,3.85294117647059,91.7941176470588,0.382352941176471
"340",2013-02-14,18,50,16,11,1.125,2.77777777777778,138.5,0.666666666666667
"341",2013-02-15,27,80,20,12,1.35,2.96296296296296,117.777777777778,0.444444444444444
"342",2013-02-16,8,46,6,4,1.33333333333333,5.75,152.625,0.625
"343",2013-02-17,9,21,7,5,1.28571428571429,2.33333333333333,83.1111111111111,0.444444444444444
"344",2013-02-18,37,71,27,16,1.37037037037037,1.91891891891892,26.7027027027027,0.594594594594595
"345",2013-02-19,34,84,23,14,1.47826086956522,2.47058823529412,155.852941176471,0.588235294117647
"346",2013-02-20,34,72,22,16,1.54545454545455,2.11764705882353,172.411764705882,0.529411764705882
"347",2013-02-21,36,92,32,23,1.125,2.55555555555556,90.9722222222222,0.416666666666667
"348",2013-02-22,22,58,19,13,1.15789473684211,2.63636363636364,170.363636363636,0.545454545454545
