"","Date","Sessions","Pageviews","Users","New_Users","Number_Session","Pages_Session","Avg_S_Duration","Bounce"
"1",2012-03-12,27,65,23,19,1.17391304347826,2.40740740740741,135.444444444444,0.518518518518518
"2",2012-03-13,34,93,23,19,1.47826086956522,2.73529411764706,191.205882352941,0.470588235294118
"3",2012-03-14,34,119,20,15,1.7,3.5,212.647058823529,0.411764705882353
"4",2012-03-15,19,60,12,8,1.58333333333333,3.15789473684211,335.736842105263,0.368421052631579
"5",2012-03-16,13,23,10,7,1.3,1.76923076923077,107.846153846154,0.692307692307692
"6",2012-03-17,8,18,6,1,1.33333333333333,2.25,51.25,0.5
"7",2012-03-18,11,17,5,3,2.2,1.54545454545455,72.2727272727273,0.636363636363636
"8",2012-03-19,17,55,12,10,1.41666666666667,3.23529411764706,245.470588235294,0.529411764705882
"9",2012-03-20,26,94,21,15,1.23809523809524,3.61538461538462,252.538461538462,0.461538461538462
"10",2012-03-21,32,80,27,21,1.18518518518519,2.5,109.03125,0.53125
"11",2012-03-22,22,68,15,10,1.46666666666667,3.09090909090909,216.363636363636,0.363636363636364
"12",2012-03-23,26,62,17,14,1.52941176470588,2.38461538461538,169.038461538462,0.615384615384615
"13",2012-03-24,10,30,8,6,1.25,3,127.8,0.3
"14",2012-03-25,15,40,10,7,1.5,2.66666666666667,51.7333333333333,0.533333333333333
"15",2012-03-26,34,108,28,23,1.21428571428571,3.17647058823529,177.764705882353,0.411764705882353
"16",2012-03-27,32,93,18,16,1.77777777777778,2.90625,278.5625,0.46875
"17",2012-03-28,33,77,25,17,1.32,2.33333333333333,104.575757575758,0.545454545454545
"18",2012-03-29,17,43,11,9,1.54545454545455,2.52941176470588,239.411764705882,0.647058823529412
"19",2012-03-30,27,86,21,15,1.28571428571429,3.18518518518519,219.925925925926,0.481481481481481
"20",2012-03-31,16,51,11,7,1.45454545454545,3.1875,130.125,0.5
"21",2012-04-01,18,96,11,6,1.63636363636364,5.33333333333333,284.166666666667,0.333333333333333
"22",2012-04-02,19,105,16,13,1.1875,5.52631578947368,162.157894736842,0.421052631578947
"23",2012-04-03,36,108,28,21,1.28571428571429,3,135.138888888889,0.416666666666667
"24",2012-04-04,29,79,21,17,1.38095238095238,2.72413793103448,109.48275862069,0.413793103448276
"25",2012-04-05,26,61,17,12,1.52941176470588,2.34615384615385,221.576923076923,0.538461538461538
"26",2012-04-06,23,57,12,9,1.91666666666667,2.47826086956522,171,0.434782608695652
"27",2012-04-07,12,28,7,4,1.71428571428571,2.33333333333333,82.6666666666667,0.666666666666667
"28",2012-04-08,10,32,8,4,1.25,3.2,216.4,0.3
"29",2012-04-09,28,141,18,14,1.55555555555556,5.03571428571429,566.892857142857,0.464285714285714
"30",2012-04-10,16,46,14,11,1.14285714285714,2.875,105.8125,0.3125
"31",2012-04-11,15,59,12,8,1.25,3.93333333333333,455.666666666667,0.333333333333333
"32",2012-04-12,23,144,20,11,1.15,6.26086956521739,379.391304347826,0.347826086956522
"33",2012-04-13,26,74,21,14,1.23809523809524,2.84615384615385,177.461538461538,0.461538461538462
"34",2012-04-14,10,12,3,1,3.33333333333333,1.2,142,0.8
"35",2012-04-15,13,30,7,5,1.85714285714286,2.30769230769231,39.3076923076923,0.615384615384615
"36",2012-04-16,37,132,26,22,1.42307692307692,3.56756756756757,348.216216216216,0.297297297297297
"37",2012-04-17,20,60,12,7,1.66666666666667,3,389.2,0.3
"38",2012-04-18,22,121,16,9,1.375,5.5,656.681818181818,0.318181818181818
