"","month","Pageviews","Number_Session","Pages_Session","Avg_S_Duration","Bounce","Web_Metric","Number"
"1",1,94.3763440860215,1.21321382827641,2.89760181733913,134.97996064926,0.472355013074199,"Sessions",32.5430107526882
"2",2,87.1301775147929,1.20937689204598,2.88335070172034,136.125932937903,0.491352703730263,"Sessions",30.3846153846154
"3",3,83.7005347593583,1.25931562031755,2.8864992948909,153.050119021073,0.490137397044289,"Sessions",29.2620320855615
"4",4,82.4555555555555,1.2862243967963,2.91990783007628,151.320117381414,0.490939695376181,"Sessions",28.5388888888889
"5",5,83.1451612903226,1.24654413864643,2.97288723337459,157.235458420984,0.473303596063215,"Sessions",28.4677419354839
"6",6,84.5833333333333,1.2562961540455,3.02799134976731,169.023883813206,0.48866563580056,"Sessions",26.9944444444444
"7",7,77.6666666666667,1.24753897145323,2.98413357082859,153.012887037427,0.474357997761601,"Sessions",26.1935483870968
"8",8,83.1236559139785,1.20958654779468,3.03291536394717,156.014930020874,0.446290128691843,"Sessions",26.9838709677419
"9",9,96.9944444444444,1.23185258289555,3.1843702317934,146.958285288669,0.463635347269358,"Sessions",29.9833333333333
"10",10,87.489247311828,1.22930116842548,2.92182265664932,134.704519420935,0.489211727781622,"Sessions",28.9569892473118
"11",11,84.6777777777778,1.2053816532584,2.84863644238766,135.780897414078,0.48557384245856,"Sessions",29.2888888888889
"12",12,62.0483870967742,1.22823320588038,2.84054456327881,127.819250879782,0.522284525817934,"Sessions",21.758064516129
"13",1,94.3763440860215,1.21321382827641,2.89760181733913,134.97996064926,0.472355013074199,"Users",27.505376344086
"14",2,87.1301775147929,1.20937689204598,2.88335070172034,136.125932937903,0.491352703730263,"Users",25.4437869822485
"15",3,83.7005347593583,1.25931562031755,2.8864992948909,153.050119021073,0.490137397044289,"Users",23.716577540107
"16",4,82.4555555555555,1.2862243967963,2.91990783007628,151.320117381414,0.490939695376181,"Users",22.9277777777778
"17",5,83.1451612903226,1.24654413864643,2.97288723337459,157.235458420984,0.473303596063215,"Users",23.0645161290323
"18",6,84.5833333333333,1.2562961540455,3.02799134976731,169.023883813206,0.48866563580056,"Users",21.6555555555556
"19",7,77.6666666666667,1.24753897145323,2.98413357082859,153.012887037427,0.474357997761601,"Users",21.0645161290323
"20",8,83.1236559139785,1.20958654779468,3.03291536394717,156.014930020874,0.446290128691843,"Users",21.9623655913978
"21",9,96.9944444444444,1.23185258289555,3.1843702317934,146.958285288669,0.463635347269358,"Users",24.4333333333333
"22",10,87.489247311828,1.22930116842548,2.92182265664932,134.704519420935,0.489211727781622,"Users",23.9354838709677
"23",11,84.6777777777778,1.2053816532584,2.84863644238766,135.780897414078,0.48557384245856,"Users",24.5277777777778
"24",12,62.0483870967742,1.22823320588038,2.84054456327881,127.819250879782,0.522284525817934,"Users",18.0376344086022
"25",1,94.3763440860215,1.21321382827641,2.89760181733913,134.97996064926,0.472355013074199,"New_Users",20.3118279569892
"26",2,87.1301775147929,1.20937689204598,2.88335070172034,136.125932937903,0.491352703730263,"New_Users",18.2130177514793
"27",3,83.7005347593583,1.25931562031755,2.8864992948909,153.050119021073,0.490137397044289,"New_Users",17.144385026738
"28",4,82.4555555555555,1.2862243967963,2.91990783007628,151.320117381414,0.490939695376181,"New_Users",16.7222222222222
"29",5,83.1451612903226,1.24654413864643,2.97288723337459,157.235458420984,0.473303596063215,"New_Users",16.4677419354839
"30",6,84.5833333333333,1.2562961540455,3.02799134976731,169.023883813206,0.48866563580056,"New_Users",15.0333333333333
"31",7,77.6666666666667,1.24753897145323,2.98413357082859,153.012887037427,0.474357997761601,"New_Users",14.5967741935484
"32",8,83.1236559139785,1.20958654779468,3.03291536394717,156.014930020874,0.446290128691843,"New_Users",15.6397849462366
"33",9,96.9944444444444,1.23185258289555,3.1843702317934,146.958285288669,0.463635347269358,"New_Users",16.95
"34",10,87.489247311828,1.22930116842548,2.92182265664932,134.704519420935,0.489211727781622,"New_Users",17.2043010752688
"35",11,84.6777777777778,1.2053816532584,2.84863644238766,135.780897414078,0.48557384245856,"New_Users",17.9055555555556
"36",12,62.0483870967742,1.22823320588038,2.84054456327881,127.819250879782,0.522284525817934,"New_Users",12.6236559139785
