"","Date","Sessions","Pageviews","Users","New_Users","Number_Session","Pages_Session","Avg_S_Duration","Bounce"
"932",2014-09-29,46,157,38,21,1.21052631578947,3.41304347826087,95.4782608695652,0.543478260869565
"933",2014-09-30,25,97,21,15,1.19047619047619,3.88,172.16,0.28
"934",2014-10-01,33,98,29,19,1.13793103448276,2.96969696969697,72.9090909090909,0.424242424242424
"935",2014-10-02,39,112,36,26,1.08333333333333,2.87179487179487,85.5641025641026,0.41025641025641
"936",2014-10-03,35,79,26,17,1.34615384615385,2.25714285714286,63.3142857142857,0.714285714285714
"937",2014-10-04,12,32,9,7,1.33333333333333,2.66666666666667,115.75,0.5
"938",2014-10-05,22,35,18,15,1.22222222222222,1.59090909090909,24.4090909090909,0.681818181818182
"939",2014-10-06,41,106,31,17,1.32258064516129,2.58536585365854,115.658536585366,0.439024390243902
"940",2014-10-07,43,192,36,25,1.19444444444444,4.46511627906977,173.883720930233,0.488372093023256
"941",2014-10-08,31,74,25,15,1.24,2.38709677419355,110.903225806452,0.645161290322581
"942",2014-10-09,54,262,37,27,1.45945945945946,4.85185185185185,271.981481481481,0.37037037037037
"943",2014-10-10,40,123,31,22,1.29032258064516,3.075,268.475,0.475
"944",2014-10-11,20,52,15,12,1.33333333333333,2.6,78.35,0.45
"945",2014-10-12,17,41,14,10,1.21428571428571,2.41176470588235,144.352941176471,0.470588235294118
"946",2014-10-13,20,44,19,16,1.05263157894737,2.2,38.3,0.7
"947",2014-10-14,39,98,29,19,1.3448275862069,2.51282051282051,186.615384615385,0.58974358974359
"948",2014-10-15,47,141,36,27,1.30555555555556,3,217.978723404255,0.425531914893617
"949",2014-10-16,23,48,21,12,1.0952380952381,2.08695652173913,57,0.608695652173913
"950",2014-10-17,24,58,16,12,1.5,2.41666666666667,352.083333333333,0.541666666666667
"951",2014-10-18,16,52,15,13,1.06666666666667,3.25,200.9375,0.5
"952",2014-10-19,14,32,12,11,1.16666666666667,2.28571428571429,61.2142857142857,0.642857142857143
"953",2014-10-20,43,122,36,28,1.19444444444444,2.83720930232558,173,0.534883720930233
"954",2014-10-21,46,151,36,25,1.27777777777778,3.28260869565217,153.326086956522,0.478260869565217
"955",2014-10-22,42,201,36,24,1.16666666666667,4.78571428571429,245.285714285714,0.333333333333333
"956",2014-10-23,29,59,20,13,1.45,2.03448275862069,90.9310344827586,0.620689655172414
"957",2014-10-24,31,119,21,9,1.47619047619048,3.83870967741935,201.129032258065,0.451612903225806
"958",2014-10-25,9,14,8,6,1.125,1.55555555555556,12.2222222222222,0.777777777777778
"959",2014-10-26,20,35,17,13,1.17647058823529,1.75,22.35,0.85
"960",2014-10-27,35,128,29,21,1.20689655172414,3.65714285714286,171.057142857143,0.4
"961",2014-10-28,35,78,29,17,1.20689655172414,2.22857142857143,149.628571428571,0.571428571428571
"962",2014-10-29,34,65,24,16,1.41666666666667,1.91176470588235,62.5882352941176,0.676470588235294
"963",2014-10-30,44,133,33,20,1.33333333333333,3.02272727272727,179.954545454545,0.454545454545455
"964",2014-10-31,27,87,23,12,1.17391304347826,3.22222222222222,305.62962962963,0.444444444444444
"965",2014-11-01,13,27,11,9,1.18181818181818,2.07692307692308,35,0.615384615384615
"966",2014-11-02,22,49,17,16,1.29411764705882,2.22727272727273,35.5909090909091,0.636363636363636
