"","Date","Sessions","Pageviews","Users","New_Users","Number_Session","Pages_Session","Avg_S_Duration","Bounce"
"2145",2018-01-24,51,138,49,38,1.04081632653061,2.70588235294118,136.627450980392,0.470588235294118
"2146",2018-01-25,49,126,44,37,1.11363636363636,2.57142857142857,93.0816326530612,0.510204081632653
"2147",2018-01-26,50,108,46,33,1.08695652173913,2.16,88.16,0.52
"2148",2018-01-27,26,85,22,15,1.18181818181818,3.26923076923077,127.846153846154,0.384615384615385
"2149",2018-01-28,31,97,23,18,1.34782608695652,3.12903225806452,56.7096774193548,0.32258064516129
"2150",2018-01-29,48,147,44,30,1.09090909090909,3.0625,109.375,0.3125
"2151",2018-01-30,50,143,45,35,1.11111111111111,2.86,182.12,0.44
"2152",2018-01-31,45,86,41,32,1.09756097560976,1.91111111111111,92.3111111111111,0.577777777777778
"2153",2018-02-01,38,140,32,20,1.1875,3.68421052631579,150.026315789474,0.526315789473684
"2154",2018-02-02,36,89,32,26,1.125,2.47222222222222,107.027777777778,0.527777777777778
"2155",2018-02-03,30,82,28,20,1.07142857142857,2.73333333333333,65.0333333333333,0.533333333333333
"2156",2018-02-04,20,64,17,13,1.17647058823529,3.2,183.6,0.55
"2157",2018-02-05,42,135,41,30,1.02439024390244,3.21428571428571,133.666666666667,0.476190476190476
"2158",2018-02-06,54,181,49,40,1.10204081632653,3.35185185185185,133.759259259259,0.425925925925926
"2159",2018-02-07,42,162,36,24,1.16666666666667,3.85714285714286,153.571428571429,0.547619047619048
"2160",2018-02-08,38,97,33,26,1.15151515151515,2.55263157894737,103.5,0.631578947368421
"2161",2018-02-09,34,100,31,22,1.09677419354839,2.94117647058824,72.7647058823529,0.647058823529412
"2162",2018-02-10,9,37,8,5,1.125,4.11111111111111,58.7777777777778,0.555555555555556
"2163",2018-02-11,5,12,5,5,1,2.4,70.8,0.4
"2164",2018-02-12,39,99,36,29,1.08333333333333,2.53846153846154,137.205128205128,0.435897435897436
"2165",2018-02-13,33,76,31,24,1.06451612903226,2.3030303030303,66.3636363636364,0.545454545454545
"2166",2018-02-14,30,98,29,23,1.03448275862069,3.26666666666667,99.1,0.366666666666667
"2167",2018-02-15,38,73,32,22,1.1875,1.92105263157895,68.9736842105263,0.578947368421053
"2168",2018-02-16,18,96,17,12,1.05882352941176,5.33333333333333,116.611111111111,0.444444444444444
"2169",2018-02-17,9,34,9,5,1,3.77777777777778,186.777777777778,0.333333333333333
"2170",2018-02-18,17,72,17,13,1,4.23529411764706,171.941176470588,0.117647058823529
"2171",2018-02-19,25,121,24,19,1.04166666666667,4.84,115.4,0.24
"2172",2018-02-20,40,157,39,31,1.02564102564103,3.925,211.375,0.3
"2173",2018-02-21,46,130,39,31,1.17948717948718,2.82608695652174,149.434782608696,0.521739130434783
"2174",2018-02-22,52,143,46,40,1.1304347826087,2.75,124.288461538462,0.480769230769231
"2175",2018-02-23,47,122,40,27,1.175,2.59574468085106,71.1063829787234,0.446808510638298
"2176",2018-02-24,31,105,26,21,1.19230769230769,3.38709677419355,195.354838709677,0.354838709677419
"2177",2018-02-25,37,124,36,26,1.02777777777778,3.35135135135135,84.2702702702703,0.432432432432432
"2178",2018-02-26,57,138,51,40,1.11764705882353,2.42105263157895,49.0175438596491,0.456140350877193
"2179",2018-02-27,42,149,41,32,1.02439024390244,3.54761904761905,175.071428571429,0.476190476190476
"2180",2018-02-28,42,123,41,30,1.02439024390244,2.92857142857143,140.642857142857,0.404761904761905
"2181",2018-03-01,63,137,58,50,1.08620689655172,2.17460317460317,128,0.619047619047619
"2182",2018-03-02,41,118,36,27,1.13888888888889,2.8780487804878,242.268292682927,0.414634146341463
"2183",2018-03-03,28,77,25,20,1.12,2.75,209.392857142857,0.428571428571429
"2184",2018-03-04,34,100,31,24,1.09677419354839,2.94117647058824,97.0588235294118,0.588235294117647
"2185",2018-03-05,64,166,56,38,1.14285714285714,2.59375,118.203125,0.421875
"2186",2018-03-06,52,125,44,32,1.18181818181818,2.40384615384615,62.3846153846154,0.461538461538462
"2187",2018-03-07,55,180,48,35,1.14583333333333,3.27272727272727,113.472727272727,0.490909090909091
"2188",2018-03-08,55,128,48,39,1.14583333333333,2.32727272727273,85.2181818181818,0.472727272727273
"2189",2018-03-09,40,108,39,28,1.02564102564103,2.7,61.775,0.475
"2190",2018-03-10,22,63,21,17,1.04761904761905,2.86363636363636,95.2272727272727,0.363636363636364
"2191",2018-03-11,25,47,25,22,1,1.88,140.44,0.48
"2192",2018-03-12,52,133,46,38,1.1304347826087,2.55769230769231,38.5961538461538,0.519230769230769
