"","month","Pageviews","Number_Session","Pages_Session","Avg_S_Duration","Bounce","Web_Metric","Number"
"1",1,2670,35.0561442197439,84.4312976937319,3303.50239057247,0.465133740984849,"Sessions",1001
"2",2,2407,33.3225334339445,75.0695245855544,3646.7370998632,0.512768013011046,"Sessions",909
"3",3,2149,34.4802946106969,82.1940356994954,3661.0645875409,0.503207025681624,"Sessions",851
"4",4,2665,33.5848362404526,84.0432124483926,3507.65152022175,0.515374007135738,"Sessions",1000
"5",5,2771,34.3970112713708,88.8887208387772,3241.92625881136,0.479326113750511,"Sessions",973
"6",6,3680,34.1076348909449,99.1508496790222,4397.24108442572,0.444905904550908,"Sessions",1047
"7",7,2972,34.7878753265991,106.680335780245,4208.1067538618,0.446231206005292,"Sessions",922
"8",8,3364,35.4072116200603,103.369900397943,5044.59124996057,0.419152280877519,"Sessions",1047
"9",9,3723,34.7101811799251,96.8912668654284,4632.50863025026,0.448608005702969,"Sessions",1115
"10",10,3349,33.8356749932667,94.4676139656569,4288.52448628748,0.448015360077294,"Sessions",1063
"11",11,3493,34.9179189852871,91.5873428202633,4846.1920711032,0.428418855954163,"Sessions",1121
"12",12,2415,35.3561319184357,96.0068727794535,4870.1383361532,0.448266241579892,"Sessions",744
"13",1,2670,35.0561442197439,84.4312976937319,3303.50239057247,0.465133740984849,"Users",877
"14",2,2407,33.3225334339445,75.0695245855544,3646.7370998632,0.512768013011046,"Users",786
"15",3,2149,34.4802946106969,82.1940356994954,3661.0645875409,0.503207025681624,"Users",762
"16",4,2665,33.5848362404526,84.0432124483926,3507.65152022175,0.515374007135738,"Users",901
"17",5,2771,34.3970112713708,88.8887208387772,3241.92625881136,0.479326113750511,"Users",876
"18",6,3680,34.1076348909449,99.1508496790222,4397.24108442572,0.444905904550908,"Users",911
"19",7,2972,34.7878753265991,106.680335780245,4208.1067538618,0.446231206005292,"Users",814
"20",8,3364,35.4072116200603,103.369900397943,5044.59124996057,0.419152280877519,"Users",909
"21",9,3723,34.7101811799251,96.8912668654284,4632.50863025026,0.448608005702969,"Users",950
"22",10,3349,33.8356749932667,94.4676139656569,4288.52448628748,0.448015360077294,"Users",965
"23",11,3493,34.9179189852871,91.5873428202633,4846.1920711032,0.428418855954163,"Users",957
"24",12,2415,35.3561319184357,96.0068727794535,4870.1383361532,0.448266241579892,"Users",659
"25",1,2670,35.0561442197439,84.4312976937319,3303.50239057247,0.465133740984849,"New_Users",651
"26",2,2407,33.3225334339445,75.0695245855544,3646.7370998632,0.512768013011046,"New_Users",573
"27",3,2149,34.4802946106969,82.1940356994954,3661.0645875409,0.503207025681624,"New_Users",577
"28",4,2665,33.5848362404526,84.0432124483926,3507.65152022175,0.515374007135738,"New_Users",715
"29",5,2771,34.3970112713708,88.8887208387772,3241.92625881136,0.479326113750511,"New_Users",657
"30",6,3680,34.1076348909449,99.1508496790222,4397.24108442572,0.444905904550908,"New_Users",661
"31",7,2972,34.7878753265991,106.680335780245,4208.1067538618,0.446231206005292,"New_Users",568
"32",8,3364,35.4072116200603,103.369900397943,5044.59124996057,0.419152280877519,"New_Users",636
"33",9,3723,34.7101811799251,96.8912668654284,4632.50863025026,0.448608005702969,"New_Users",669
"34",10,3349,33.8356749932667,94.4676139656569,4288.52448628748,0.448015360077294,"New_Users",723
"35",11,3493,34.9179189852871,91.5873428202633,4846.1920711032,0.428418855954163,"New_Users",707
"36",12,2415,35.3561319184357,96.0068727794535,4870.1383361532,0.448266241579892,"New_Users",484
