"","ds","trend","additive_terms","additive_terms_lower","additive_terms_upper","weekly","weekly_lower","weekly_upper","yearly","yearly_lower","yearly_upper","multiplicative_terms","multiplicative_terms_lower","multiplicative_terms_upper","yhat_lower","yhat_upper","trend_lower","trend_upper","yhat"
"1",2012-03-12,2.95597904659317,0.359615006801733,0.359615006801733,0.359615006801733,0.30499724561149,0.30499724561149,0.30499724561149,0.0546177611902437,0.0546177611902437,0.0546177611902437,0,0,0,2.93727918805212,3.70484498226497,2.95597904659317,2.95597904659317,3.31559405339491
"2",2012-03-13,2.95629494788376,0.356851816368394,0.356851816368394,0.356851816368394,0.306739753069264,0.306739753069264,0.306739753069264,0.0501120632991303,0.0501120632991303,0.0501120632991303,0,0,0,2.90529856510762,3.68580072489309,2.95629494788376,2.95629494788376,3.31314676425216
"3",2012-03-14,2.95661084917435,0.332308237777651,0.332308237777651,0.332308237777651,0.286216220129424,0.286216220129424,0.286216220129424,0.0460920176482271,0.0460920176482271,0.0460920176482271,0,0,0,2.90752931474798,3.67561115833443,2.95661084917435,2.95661084917435,3.288919086952
"4",2012-03-15,2.95692675046494,0.294736130279096,0.294736130279096,0.294736130279096,0.252167830716618,0.252167830716618,0.252167830716618,0.0425682995624779,0.0425682995624779,0.0425682995624779,0,0,0,2.84458099867725,3.65923853555145,2.95692675046494,2.95692675046494,3.25166288074404
"5",2012-03-16,2.95724265175553,0.183010388943638,0.183010388943638,0.183010388943638,0.143475710344189,0.143475710344189,0.143475710344189,0.0395346785994495,0.0395346785994495,0.0395346785994495,0,0,0,2.72412909566781,3.48509372282358,2.95724265175553,2.95724265175553,3.14025304069917
"6",2012-03-17,2.95755855304612,-0.67730630561605,-0.67730630561605,-0.67730630561605,-0.714275832104731,-0.714275832104731,-0.714275832104731,0.0369695264886815,0.0369695264886815,0.0369695264886815,0,0,0,1.89234245926676,2.66476111541489,2.95755855304612,2.95755855304612,2.28025224743007
"7",2012-03-18,2.95787445433671,-0.544483156604274,-0.544483156604274,-0.544483156604274,-0.579320927764796,-0.579320927764796,-0.579320927764796,0.0348377711605222,0.0348377711605222,0.0348377711605222,0,0,0,2.02918966777939,2.82836697094459,2.95787445433671,2.95787445433671,2.41339129773244
"8",2012-03-19,2.9581903556273,0.338090458720125,0.338090458720125,0.338090458720125,0.304997245612081,0.304997245612081,0.304997245612081,0.0330932131080436,0.0330932131080436,0.0330932131080436,0,0,0,2.93901075403956,3.68532119893479,2.9581903556273,2.9581903556273,3.29628081434743
"9",2012-03-20,2.95850625691789,0.338420864439732,0.338420864439732,0.338420864439732,0.306739753069004,0.306739753069004,0.306739753069004,0.0316811113707279,0.0316811113707279,0.0316811113707279,0,0,0,2.92464973719221,3.66251977315907,2.95850625691789,2.95850625691789,3.29692712135762
"10",2012-03-21,2.95882215820848,0.316757160812687,0.316757160812687,0.316757160812687,0.286216220129382,0.286216220129382,0.286216220129382,0.0305409406833049,0.0305409406833049,0.0305409406833049,0,0,0,2.89001309709755,3.68093285941775,2.95882215820848,2.95882215820848,3.27557931902117
"11",2012-03-22,2.95913805949907,0.281777049610655,0.281777049610655,0.281777049610655,0.252167830716252,0.252167830716252,0.252167830716252,0.0296092188944024,0.0296092188944024,0.0296092188944024,0,0,0,2.81063603934199,3.62988408463385,2.95913805949907,2.95913805949907,3.24091510910972
"12",2012-03-23,2.95945396078966,0.172298014974879,0.172298014974879,0.172298014974879,0.143475710344084,0.143475710344084,0.143475710344084,0.0288223046307948,0.0288223046307948,0.0288223046307948,0,0,0,2.7461547928624,3.52718368957542,2.95945396078966,2.95945396078966,3.13175197576454
"13",2012-03-24,2.95976986208025,-0.686156762851557,-0.686156762851557,-0.686156762851557,-0.714275832105645,-0.714275832105645,-0.714275832105645,0.0281190692540877,0.0281190692540877,0.0281190692540877,0,0,0,1.92676111092454,2.66841900173238,2.95976986208025,2.95976986208025,2.27361309922869
"14",2012-03-25,2.96008576337084,-0.551877573538291,-0.551877573538291,-0.551877573538291,-0.579320927764439,-0.579320927764439,-0.579320927764439,0.0274433542261474,0.0274433542261474,0.0274433542261474,0,0,0,2.02219111377136,2.81229227345557,2.96008576337084,2.96008576337084,2.40820818983254
"15",2012-03-26,2.96040166466143,0.331743380389599,0.331743380389599,0.331743380389599,0.304997245611424,0.304997245611424,0.304997245611424,0.0267461347781755,0.0267461347781755,0.0267461347781755,0,0,0,2.89857841376103,3.69994162349451,2.96040166466143,2.96040166466143,3.29214504505102
"16",2012-03-27,2.96071756595201,0.332727075957634,0.332727075957634,0.332727075957634,0.306739753069598,0.306739753069598,0.306739753069598,0.025987322888036,0.025987322888036,0.025987322888036,0,0,0,2.8918433011787,3.67603430177515,2.96071756595201,2.96071756595201,3.29344464190965
"17",2012-03-28,2.9610334672426,0.311353376710876,0.311353376710876,0.311353376710876,0.286216220129453,0.286216220129453,0.286216220129453,0.0251371565814225,0.0251371565814225,0.0251371565814225,0,0,0,2.88099030729199,3.65318500189302,2.9610334672426,2.9610334672426,3.27238684395348
"18",2012-03-29,2.96134936853319,0.276344968705054,0.276344968705054,0.276344968705054,0.252167830716145,0.252167830716145,0.252167830716145,0.0241771379889094,0.0241771379889094,0.0241771379889094,0,0,0,2.87070784558536,3.65211937857361,2.96134936853319,2.96134936853319,3.23769433723825
"19",2012-03-30,2.96166526982378,0.166576209237381,0.166576209237381,0.166576209237381,0.143475710342916,0.143475710342916,0.143475710342916,0.0231004988944654,0.0231004988944654,0.0231004988944654,0,0,0,2.73113599513041,3.52332554017995,2.96166526982378,2.96166526982378,3.12824147906116
"20",2012-03-31,2.96198117111437,-0.692363642951606,-0.692363642951606,-0.692363642951606,-0.714275832105863,-0.714275832105863,-0.714275832105863,0.0219121891542566,0.0219121891542566,0.0219121891542566,0,0,0,1.8573591372413,2.66312285743354,2.96198117111437,2.96198117111437,2.26961752816277
"21",2012-04-01,2.96229707240496,-0.558692527956698,-0.558692527956698,-0.558692527956698,-0.579320927765518,-0.579320927765518,-0.579320927765518,0.0206283998088195,0.0206283998088195,0.0206283998088195,0,0,0,1.97379567263688,2.79999908337009,2.96229707240496,2.96229707240496,2.40360454444826
"22",2012-04-02,2.96261297369555,0.324272894035132,0.324272894035132,0.324272894035132,0.304997245612016,0.304997245612016,0.304997245612016,0.019275648423116,0.019275648423116,0.019275648423116,0,0,0,2.9059067623552,3.67225613610266,2.96261297369555,2.96261297369555,3.28688586773068
"23",2012-04-03,2.96292887498614,0.324629221749471,0.324629221749471,0.324629221749471,0.306739753068968,0.306739753068968,0.306739753068968,0.0178894686805026,0.0178894686805026,0.0178894686805026,0,0,0,2.89951947285128,3.68387730832362,2.96292887498614,2.96292887498614,3.28755809673561
"24",2012-04-04,2.96324477627673,0.302728979199223,0.302728979199223,0.302728979199223,0.286216220129404,0.286216220129404,0.286216220129404,0.0165127590698192,0.0165127590698192,0.0165127590698192,0,0,0,2.86593050893869,3.65814024079951,2.96324477627673,2.96324477627673,3.26597375547595
"25",2012-04-05,2.96356067756732,0.267361686980057,0.267361686980057,0.267361686980057,0.252167830716299,0.252167830716299,0.252167830716299,0.0151938562637583,0.0151938562637583,0.0151938562637583,0,0,0,2.82875333237962,3.61868857169397,2.96356067756732,2.96356067756732,3.23092236454738
"26",2012-04-06,2.96387657885791,0.157460117508147,0.157460117508147,0.157460117508147,0.14347571034423,0.14347571034423,0.14347571034423,0.0139844071639167,0.0139844071639167,0.0139844071639167,0,0,0,2.73448530194245,3.52050885767536,2.96387657885791,2.96387657885791,3.12133669636605
"27",2012-04-07,2.9641924801485,-0.701338712745407,-0.701338712745407,-0.701338712745407,-0.714275832105741,-0.714275832105741,-0.714275832105741,0.0129371193603335,0.0129371193603335,0.0129371193603335,0,0,0,1.88790784973161,2.64644339973016,2.9641924801485,2.9641924801485,2.26285376740309
"28",2012-04-08,2.96450838143909,-0.567217455002047,-0.567217455002047,-0.567217455002047,-0.579320927766597,-0.579320927766597,-0.579320927766597,0.0121034727645505,0.0121034727645505,0.0121034727645505,0,0,0,2.02589867182667,2.80445222768272,2.96450838143909,2.96450838143909,2.39729092643704
"29",2012-04-09,2.96482428272968,0.316528720985455,0.316528720985455,0.316528720985455,0.304997245612001,0.304997245612001,0.304997245612001,0.0115314753734542,0.0115314753734542,0.0115314753734542,0,0,0,2.89122894779441,3.66061681397234,2.96482428272968,2.96482428272968,3.28135300371513
"30",2012-04-10,2.96514018402027,0.318003296609995,0.318003296609995,0.318003296609995,0.306739753069078,0.306739753069078,0.306739753069078,0.011263543540917,0.011263543540917,0.011263543540917,0,0,0,2.90814249067367,3.65739102036559,2.96514018402027,2.96514018402027,3.28314348063026
"31",2012-04-11,2.96545608531085,0.297550802024792,0.297550802024792,0.297550802024792,0.286216220129415,0.286216220129415,0.286216220129415,0.0113345818953769,0.0113345818953769,0.0113345818953769,0,0,0,2.88543146756248,3.66748865508718,2.96545608531085,2.96545608531085,3.26300688733565
"32",2012-04-12,2.96577198660144,0.263938161073015,0.263938161073015,0.263938161073015,0.252167830716193,0.252167830716193,0.252167830716193,0.0117703303568226,0.0117703303568226,0.0117703303568226,0,0,0,2.86238320352692,3.66383450904864,2.96577198660144,2.96577198660144,3.22971014767446
"33",2012-04-13,2.96608788789203,0.15606174619809,0.15606174619809,0.15606174619809,0.143475710343594,0.143475710343594,0.143475710343594,0.0125860358544964,0.0125860358544964,0.0125860358544964,0,0,0,2.71851561457935,3.48965593960558,2.96608788789203,2.96608788789203,3.12214963409012
"34",2012-04-14,2.96640378918262,-0.700490337424151,-0.700490337424151,-0.700490337424151,-0.714275832105262,-0.714275832105262,-0.714275832105262,0.0137854946811115,0.0137854946811115,0.0137854946811115,0,0,0,1.8656313603425,2.66517714119347,2.96640378918262,2.96640378918262,2.26591345175847
"35",2012-04-15,2.96671969047321,-0.563960429422265,-0.563960429422265,-0.563960429422265,-0.579320927765517,-0.579320927765517,-0.579320927765517,0.0153604983432521,0.0153604983432521,0.0153604983432521,0,0,0,2.01879420515329,2.80234317889715,2.96671969047321,2.96671969047321,2.40275926105095
"36",2012-04-16,2.9670355917638,0.322287947338243,0.322287947338243,0.322287947338243,0.304997245613199,0.304997245613199,0.304997245613199,0.0172907017250434,0.0172907017250434,0.0172907017250434,0,0,0,2.91908575643253,3.69008518763926,2.9670355917638,2.9670355917638,3.28932353910204
"37",2012-04-17,2.96735149305439,0.326283670917057,0.326283670917057,0.326283670917057,0.306739753069672,0.306739753069672,0.306739753069672,0.0195439178473843,0.0195439178473843,0.0195439178473843,0,0,0,2.89563832542144,3.68143775742947,2.96735149305439,2.96735149305439,3.29363516397145
"38",2012-04-18,2.96766739434498,0.308293049088399,0.308293049088399,0.308293049088399,0.286216220129434,0.286216220129434,0.286216220129434,0.022076828958966,0.022076828958966,0.022076828958966,0,0,0,2.895593161466,3.71230910236739,2.96766739434498,2.96766739434498,3.27596044343338
"39",2012-04-19,2.96798329563557,0.277003920330236,0.277003920330236,0.277003920330236,0.252167830716346,0.252167830716346,0.252167830716346,0.0248360896138899,0.0248360896138899,0.0248360896138899,0,0,0,2.87462158732895,3.624922622179,2.96798329563557,2.96798329563557,3.24498721596581
"40",2012-04-20,2.96829919692616,0.171235494579478,0.171235494579478,0.171235494579478,0.143475710342957,0.143475710342957,0.143475710342957,0.0277597842365202,0.0277597842365202,0.0277597842365202,0,0,0,2.76058004988361,3.53402314853384,2.96829919692616,2.96829919692616,3.13953469150564
"41",2012-04-21,2.96861509821675,-0.683496642240255,-0.683496642240255,-0.683496642240255,-0.714275832106176,-0.714275832106176,-0.714275832106176,0.0307791898659213,0.0307791898659213,0.0307791898659213,0,0,0,1.87668756023194,2.66997976545639,2.96861509821675,2.96861509821675,2.28511845597649
"42",2012-04-22,2.96893099950734,-0.545500143078794,-0.545500143078794,-0.545500143078794,-0.57932092776732,-0.57932092776732,-0.57932092776732,0.0338207846885259,0.0338207846885259,0.0338207846885259,0,0,0,2.01239840741296,2.80991856033872,2.96893099950734,2.96893099950734,2.42343085642854
"43",2012-04-23,2.96924690079793,0.341805680537603,0.341805680537603,0.341805680537603,0.304997245611935,0.304997245611935,0.304997245611935,0.036808434925668,0.036808434925668,0.036808434925668,0,0,0,2.92036918208638,3.74407548855789,2.96924690079793,2.96924690079793,3.31105258133553
"44",2012-04-24,2.96956280208852,0.346405439956748,0.346405439956748,0.346405439956748,0.306739753069412,0.306739753069412,0.306739753069412,0.0396656868873355,0.0396656868873355,0.0396656868873355,0,0,0,2.92972350123614,3.6807095792645,2.96956280208852,2.96956280208852,3.31596824204526
"45",2012-04-25,2.96987870337911,0.328534307840136,0.328534307840136,0.328534307840136,0.286216220129452,0.286216220129452,0.286216220129452,0.0423180877106839,0.0423180877106839,0.0423180877106839,0,0,0,2.89020592356621,3.70878876109789,2.96987870337911,2.96987870337911,3.29841301121924
"46",2012-04-26,2.97019460466969,0.296863288274871,0.296863288274871,0.296863288274871,0.252167830716239,0.252167830716239,0.252167830716239,0.0446954575586322,0.0446954575586322,0.0446954575586322,0,0,0,2.89328736957252,3.67565630024862,2.97019460466969,2.97019460466969,3.26705789294457
